Brand,Product_Name,Electrical_Category,Specification,Application,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Subcategory,Grade,Quality_Price_Band,Estimated_Quantity,Estimated_Total_Cost,Finishing_Category
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2165,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10825.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1691,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8455.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2792,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16752.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3071,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18426.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2755,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16530.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1783,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8915.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2838,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17028.0,Electrical
El Sewedy Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,72,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,288.0,Electrical
El Sewedy Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,131,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,524.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2769,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16614.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2793,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16758.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2987,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17922.0,Electrical
Schneider Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,178,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,712.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3004,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18024.0,Electrical
Schneider Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,89,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,356.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2899,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17394.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2132,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10660.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2086,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10430.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1807,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9035.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3042,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18252.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3038,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18228.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2057,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10285.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2901,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17406.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3058,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18348.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1945,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9725.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3068,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18408.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2031,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10155.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1973,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,9865.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2840,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17040.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2737,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16422.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2066,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10330.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1713,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8565.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1945,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9725.0,Electrical
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,58,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,232.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3068,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18408.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1870,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9350.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1690,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8450.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3043,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18258.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1795,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8975.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1989,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,9945.0,Electrical
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,101,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,404.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2819,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16914.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1766,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8830.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3016,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18096.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1711,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8555.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2862,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17172.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2992,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17952.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2172,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10860.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1743,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8715.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1611,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8055.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2628,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15768.0,Electrical
Schneider Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,68,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,272.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1877,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9385.0,Electrical
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,88,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,352.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2968,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17808.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2665,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,15990.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2949,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17694.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3016,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18096.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1895,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9475.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3094,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18564.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2822,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16932.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1856,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9280.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2908,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17448.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3002,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18012.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3035,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18210.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1675,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8375.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2139,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10695.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2823,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16938.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2940,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17640.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1802,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9010.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1625,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8125.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2977,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17862.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2188,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10940.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1984,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,9920.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1893,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9465.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2688,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16128.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2817,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16902.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2069,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10345.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3058,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18348.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2114,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10570.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1796,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8980.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1622,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8110.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3011,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18066.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2801,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,16806.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2858,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17148.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2108,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10540.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1966,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9830.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1836,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9180.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2844,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17064.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2965,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17790.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1680,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8400.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2753,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16518.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3064,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18384.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2109,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10545.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2703,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16218.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2889,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17334.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2703,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16218.0,Electrical
Legrand,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,116,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,464.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2010,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10050.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1663,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8315.0,Electrical
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,64,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,256.0,Electrical
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2148,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10740.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1871,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9355.0,Electrical
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2903,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17418.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2914,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17484.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1704,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8520.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2144,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10720.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1921,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9605.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1893,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9465.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2867,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17202.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1988,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,9940.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1946,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9730.0,Electrical
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2683,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,6.0,16098.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3005,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18030.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1865,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9325.0,Electrical
Legrand,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,67,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,268.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2044,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10220.0,Electrical
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1860,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,9300.0,Electrical
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,98,Electrical,Sockets,Not Applicable,Low: <= 1966,4.0,392.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1735,Electrical,Wires & Cables,Not Applicable,Low: <= 1966,5.0,8675.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3073,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,18438.0,Electrical
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2849,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17094.0,Electrical
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2043,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775,5.0,10215.0,Electrical
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2932,Electrical,Wires & Cables,Not Applicable,High: > 2775,6.0,17592.0,Electrical
